The/has/child/enjoyed/movie/the;The child has enjoyed the movie;Has enjoyed the movie the child;The movie the child has enjoyed;Has enjoyed the child the movie;4;5;This is not the correct structure;
Bought/have/you/will/things/lot/of/a;You will have bought a lot of things ;A lot of things you will have bought;Have will bought you a lot of things;Bought will have you a lot of things;4;5;This is not the correct structure;
My/selling/sister/is/food/shopping mall/the/in;My sister is selling food in the shopping mall;My sister selling is food in the shopping mall;Food in the shopping mall my sister is selling;Is selling food in the shopping mall my sister is;4;5;This is not the correct structure;
Candies/lot/of/a/are/shopping mall/the/in/there;There are a lot of candies in the shopping mall;A lot of candies there are in the shopping mall;Candies there are a lot of in the shopping mall;In the shopping mall there are a lot of candies;4;5;This is not the correct structure;
Is/dating/her/my/boyfriend/sister/with/shopping mall/the/in;My sister is dating with her boyfriend in the shopping mall;Dating my sister is with her boyfriend in the shopping mall;With her boyfriend in the shopping mall my sister is dating;In the shopping mall my sister is dating with her boyfriend;4;5;This is not the correct structure;
Is the shopping mall small?;The shopping mall is not small;The shopping mall is very small;The shopping mall is small;The shopping mall is so small;5;5;This is not the correct answer from the video;comercial_1
Does the shopping mall have four floors?;The shopping mall has four floors;The shopping mall doesn't have four floors;The shopping mall has two floors;The shopping mall has six floors;5;5;This is not the correct answer from the video;comercial_1
Are there a lot of people in the shopping mall?;There are a lot of people in the shopping mall;There aren't a lot of people in the shopping mall;There are few people in the shopping mall;There are three people in the shopping mall;5;5;This is not the correct answer from the video;comercial_1
Are there palms in the shopping mall?;There are palms in the shopping mall;There are not palms int he shopping mall;There is a palm in the shopping mall;There are thirty palms in the shopping mall;5;5;This is not the correct answer from the video;comercial_1
Are there people walking in the shopping mall?;There are people walking in the shopping mall;There aren't people in the shopping mall;There is a person walking in the shopping mall;There are two people walking in the shopping mall;5;5;This is not the correct answer from the video;comercial_1
Are there people buying int he shopping mall?;There are people buying in the shopping mall;There aren't people buying in the shopping mall;There is  a person buying in the shopping mall;There are five people in the shopping mall;5;5;This is not the correct answer from the video;comercial_1
Is there a supermarket inside the shooping mall?;There is a supermarket inside the shopping mall;There is not a supermarket inside the shopping mall;There are ten supermarkets in the shopping mall;There isn't any supermarket in the shopping mall;5;5;This is not the correct answer from the video;comercial_1
Are there many stands in the shopping mall?;There are many stands in the shopping mall;There are not many stands in the shopping mall;There is a stand in the shopping mall;There are two stands in the shopping mall;5;5;This is not the correct answer from the video;comercial_1
Are there electrical stairs in the supermarket?;There are electrical stairs in the supermarket;There are not selectrical stairs in the supermarket;There are not any electrical stairs in the supermarket;There are a lot of electrical stairs in the supermarket;5;5;This is not the correct answer from the video;comercial_1
Is the shopping mall open?;The shopping mall is open;The shopping mall is close;The shopping mall is broken;The shopping mall is dirty;5;5;This is not the correct answer from the video;comercial_1
Are there two  people smiling?;There are two people smiling;There are not people smiling;There are five people smiling;There aren't any people smiling;5;5;This is not the correct answer from the video;comercial_1
Are there stands in the center of the shopping mall?;There are stands in the center of the shopping mall;There aren't stands in the center of the shopping mall;There is a stand in the center of the shopping mall;There aren't any stands in the center of the shopping mall;5;5;This is not the correct answer from the video;comercial_1
Are there people running in the shopping mall?;There are people running in the shopping mall;There are not people running in the shopping mall;There is a person running in the shopping mall;There aren't any people running in the shopping mall;5;5;This is not the correct answer from the video;comercial_1
Play;Jugar;Supermercado;Nuestro;Anden;6;5;This is not the correct answer from the audio;play
Supermarket;Supermercado;Nuestro;Anden;Chico;6;5;This is not the correct answer from the audio;supermarket
Our;Nuestro;Anden;Chico;Hogar;6;5;This is not the correct answer from the audio;our
Sidewalk;Anden;Chico;Hogar;Niño;6;5;This is not the correct answer from the audio;sidewalk
Boy;Chico;Hogar;Niño;Iglesia;6;5;This is not the correct answer from the audio;boy
Home  ;Hogar;Niño;Iglesia;Hijo;6;5;This is not the correct answer from the audio;home  
Kid;Niño;Iglesia;Hijo;Siguiente;6;5;This is not the correct answer from the audio;kid
Church;Iglesia;Hijo;Siguiente;Mes;6;5;This is not the correct answer from the audio;church
Son;Hijo;Siguiente;Mes;Padres;6;5;This is not the correct answer from the audio;son
Next;Siguiente;Mes;Padres;Viernes;6;5;This is not the correct answer from the audio;next
Month;Mes;Padres;Viernes;Banco;6;5;This is not the correct answer from the audio;month
Parents;Padres;Viernes;Banco;Parqueadero;6;5;This is not the correct answer from the audio;parents
Friday;Viernes;Banco;Parqueadero;Cielo;6;5;This is not the correct answer from the audio;Friday
Bank;Banco;Parqueadero;Cielo;Azul;6;5;This is not the correct answer from the audio;bank
Parking lot;Parqueadero;Cielo;Azul;Rojo;6;5;This is not the correct answer from the audio;parking lot
Sky;Cielo;Azul;Rojo;Café;6;5;This is not the correct answer from the audio;sky
Blue;Azul;Rojo;Café;Plateado;6;5;This is not the correct answer from the audio;blue
Red;Rojo;Café;Plateado;Anillo;6;5;This is not the correct answer from the audio;red
Brown;Café;Plateado;Anillo;Lámpara;6;5;This is not the correct answer from the audio;brown
Silver;Plateado;Anillo;Lámpara;Planta;6;5;This is not the correct answer from the audio;silver
Ring;Anillo;Lámpara;Planta;Pantalón;6;5;This is not the correct answer from the audio;ring
